Lexicon, Letter Ι
Σοῦδα, Στοιχεῖον Ι
by Suda
eul_wid: wus-ai    eul_aid: wus

Period  Byzantine
Domain  Grammar
Format  Collection

The iota section of the Suda (Σοῦδα, Στοιχεῖον Ι) spans 796 entries ranging from terse one-word glosses to extended biographical and mythographic notices. Short lexical entries such as Ἴχνος (path, step), Ἰχώρ (congealed blood), Ἴψ (worm), and Ἰξύν (the loins or spine) illustrate the letter's core glossographical function, while poetic citations embedded in entries like Ἰξύν preserve fragments of otherwise obscure verse.

Biographical and historical entries give the letter much of its scholarly interest. The notice on Ἰάδμων of Samos links to the story of Rhodopis and to the cross-reference at Αἴσωπος Σάμιος, tracing the social world of archaic Aegean slave-ownership. Ἰόβας records Juba II, king of Libya and Mauretania under Augustus, his triumphal humiliation at Rome, and his marriage to Cleopatra Selene, daughter of Cleopatra. Ἰοβάτης preserves the mythographic kernel of the Bellerophon cycle, naming the father of Stheneboea and the letter sent by Proetus.

The opening entries (Ἴα, Ἰαβώκ, Ἰαβίν, Ἰαζάρτης, Ἰαζύγων) reflect the Suda's habitual incorporation of Biblical proper names and ethnonyms alongside classical material, making this letter useful for studying both Byzantine lexicographic method and the transmission of Hellenistic and Roman-era historical data.

Text
----

ι 1	Ἴα: μία, ἢ φωνή, ἢ βία.
ι 64	Ἰατρίνη: θηλυκόν. ζήτει περὶ ἰατρείας ὑείων κρεῶν ἐν τῷ Δομνῖνος.
ι 65	Ἰαῦ: καὶ τοῦτο σχετλιαστικὸν ἐπίρρημα.
ι 66	Ἰαύειν: κοιμᾶσθαι, καὶ ἐνδιατρίβειν.
ι 67	Ἰατρική· ζήτει ἐν τῷ ἄρχων Χρότιος.
ι 68	Ἰαυθμοί: αἱ κοιμῆθραι, παρὰ τὸ ἰαύειν. λέγεται καὶ ἐπιαύειν. οὐδ’ ἐπιαύει ἠϊόσι μογερῷ γήραϊ τειρόμενος.
ι 69	Ἴαχεν: ἐβόησεν.
ι 70	Ἰαχείμ: ὄνομα κύριον.
ι 71	Ἰαχή: κραυγή. βοή, ἦχος, ἢ θρῆνος. ἀπὸ τοῦ ἰάχω. τοῦτο παρὰ τὸ ἴα, ὃ σημαίνει τὴν φωνήν.
ι 72	Ἰαχήματα: ᾠδαὶ Διονυσιακαί· καὶ Κορυβαντείων ἰαχήματα χάλκεα ῥόπτρων.
ι 73	Ἰαχήν· οὗτος ἐγένετο Αἰγύπτιος, ἀνὴρ θεοφιλὴς καὶ ἐς πολλὰ λυσιτελής. ἦν δὲ ἐπὶ Σενύου βασιλέως Αἰγυπτίων, περιάπτων καὶ ἐπαοιδῶν ἀντίπαλος καὶ ἐν ταῖς ὀδύναις καὶ νόσοις σοφιστὴς ἄκρος· ὃς λοιμῶν ἐπιδημίαν ἔσβεσε καὶ τὴν ἀμφὶ τὸν κύνα τὸν Σείριον πρωτίστην ἐπιτολὴν καὶ ὁρμὴν τὴν ἔμπυρον ἡμέρωσε τοῦ ἀστέρος. διὸ καὶ πολυτελῶς ἐτάφη. καὶ εἴ ποτε δημοσία νόσος ἐπεπόλασεν, ἐπὶ τὸν σηκὸν τοῦδε φοιτῶντες οἱ ἱερογραμματεῖς καὶ τὰς δεούσας ἱερουργίας ἐπιτελοῦντες ἐκ τοῦ βωμοῦ πῦρ ἐναύονται, ἐξάπτοντες πυρὰς κατὰ πόλεις καὶ τοῦ δυσώδους ἀέρος τὴν φθοροποιὸν ἐκείνην νόσον μαραίνοντες καὶ κρατύναντες, τοῦτο δὴ τὸ καινότατον, τὴν νό‐ σον ἔσβεσαν τῷ πυρί.
ι 74	Ἰάψαι: ἐπιβαλεῖν. καὶ Ἰάψῃς, ἐπιβάλῃς ἢ συλλάβοις ἡμῖν. ὀρχήματος αὐγὴν τοῦδ’ ἂν ξυνὼν ἰάψῃς. Σοφοκλῆς.
ι 75	Ἴβηρες: ὄνομα ἔθνους. καὶ Ἰβηρία χώρα. ἔστι δὲ καὶ ἄλλη Ἰβηρία ἡ Ἑσπερία, ἡ καὶ Ἱσπανία λεγομένη. ὅτι ἐπὶ τοῦ μεγάλου Κωνσταντίνου ἐβαπτίσθησαν οἱ ἐνδότεροι Ἰνδοὶ καὶ Ἴβηρες καὶ Ἀρμένιοι.
ι 76	Ἶβις: ὄρνεον ὀφιοφάγον. καὶ κλίνεται ἴβιδος, τὰς ἴβεις.
ι 77	Ἰβυκανητῶν: ἀπὸ Ἰβύκου εὑρετοῦ. ἰβυκανητῶν καὶ σαλπιγκτῶν πλῆθος.
ι 78	Ἰβύκειον ῥησείδιον· ἀλλὰ τὸ Ἰβύκου ἔπος αὐτὸν ἐπῄει· μή τι παρὰ θεοῖς ἀμπλακὼν τιμὰν πρὸς ἀνθρώπων ἀμείψειν. ἔστι δὲ πρὸς ἱερωσύνην συνᾷδον τὸ Ἰβύκειον τουτὶ ῥησείδιον.
ι 79	Ἰβύκινον: μουσικὸν ὄργανον, ἀπὸ Ἰβύκου. ὅτι κατὰ τὴν συμπλοκὴν τῶν Κελτῶν πρὸς Ῥωμαίους ἀναρίθμητον ἦν τὸ τῶν ἰβυκανητῶν καὶ σαλπιγκτῶν πλῆθος. οἷς ἅμα τοῦ παντὸς στρατοπέδου παιανίζοντος κραυγὴ ἦν συμμιγὴς ὡς καὶ τοὺς παρακειμένους τόπους ἠχεῖν καὶ δοκεῖν προΐεσθαι φωνὴν ἐκπληκτικήν.
ι 80	Ἴβυκος, Φυτίου, οἱ δὲ Πολυζήλου τοῦ Μεσσηνίου ἱστοριογράφου, οἱ δὲ Κέρδαντος· γένει Ῥηγῖνος. ἐνθένδε εἰς Σάμον ἦλθεν, ὅτε αὐτῆς ἦρχεν ὁ Πολυκράτης τοῦ τυράννου πατήρ. χρόνος δὲ οὗτος ὁ ἐπὶ Κροίσου, ὀλυμπιὰς νδʹ. γέγονε δὲ ἐρωτομανέστατος περὶ μειράκια καὶ πρῶτος εὗρε τὴν καλουμένην σαμβύκην· εἶδος δέ ἐστι κιθάρας τριγώ‐ νου. ἔστι δὲ αὐτοῦ τὰ βιβλία ζʹ τῇ Δωρίδι διαλέκτῳ. συλληφθεὶς δὲ ὑπὸ λῃστῶν ἐπὶ ἐρημίας ἔφη, κἂν τὰς γεράνους, ἃς ἔτυχεν ὑπερ‐ ίπτασθαι, ἐκδίκους γενέσθαι. καὶ αὐτὸς μὲν ἀνῃρέθη· μετὰ δὲ ταῦτα τῶν λῃστῶν εἷς ἐν τῇ πόλει θεασάμενος γεράνους ἔφη· ἴδε, αἱ Ἰβύκου ἔκδικοι. ἀκούσαντος δέ τινος καὶ ἐπεξελθόντος τῷ εἰρημένῳ, τό τε γεγονὸς ὡμολογήθη, καὶ δίκας ἔδωκαν οἱ λῃσταί· ὡς ἐκ τούτου καὶ παροιμίαν γενέσθαι, αἱ Ἰβύκου γέρανοι.
ι 81	Ἴβυξ: εἶδος ὀρνέου.
ι 82	Ἴγδη: ἡ τριβαία.
ι 83	Ἴγδισμα: λόγισμα.
ι 84	Ἰγνάτιος, διάκονος καὶ σκευοφύλαξ τῆς μεγάλης ἐκκλησίας Κων‐ σταντινουπόλεως καὶ γεγονὼς μητροπολίτης Νικαίας, γραμματικός. ἔγραψε βίους Ταρασίου καὶ Νικηφόρου τῶν ἁγίων καὶ μακαρίων πατριαρχῶν· ἐπιτυμβίους ἐλέγους· ἐπιστολάς· ἰάμβους εἰς Θωμᾶν τὸν Ἀντάρτην, ἅπερ ὀνομάζουσι τὰ κατὰ Θωμᾶν· καὶ ἄλλα.
ι 85	Ἰγνύη: ὁ ὑπὸ τὸ γόνυ τόπος ὀπίσω τοῦ γόνατος. καὶ τὸ πληθυντικὸν Ἰγνύες.
ι 86	Ἴγγωρ: ἐθνικόν.
ι 87	Ἰδάλιμον: εὐειδές. καὶ Ἰδάλιμος, ὁ ἱδρώς, καὶ Ἰδάλι‐ μον, τὸ καυστικόν.
ι 88	Ἴδ’ ἀφύη πῦρ: παροιμία ἐπὶ τάχους. ἅμ’ ἔπος, ἅμ’ ἔργον.
ι 89	Ἴδας: ὄνομα κύριον. καὶ ὁ μέγας.
ι 90	Ἰδαῖον: ἄντρον ἐν Κρήτῃ.
ι 91	Ἰδαῖος, Ῥόδιος, υἱὸς Λισσοῦ, ἐποποιός· παρεμβαλὼν στίχον στίχῳ ἐδίπλασε τὴν ποίησιν Ὁμήρου. ἔγραψε καὶ ἄλλα· Ῥόδια εἰς ἔπη ͵γʹ.
ι 92	Ἰδαῖος δάκτυλος· Ἰδαῖος δὲ ἀπὸ τῆς Ἴδης.
ι 93	Ἰδαίους: ψυχρούς. ἐγὼ δὲ πρὸς τὰ θερμὰ ταῦθ’ ὑπερβολῇ τοὺς δακτύλους δήπουθεν Ἰδαίους ἔχω.
ι 94	Ἴδε: βλέψον. Ἰδέ, σύνδεσμος.
ι 95	Ἰδέα. τότε δὲ πολλαὶ ἰδέαι κακῶν συνέσχον τὴν πόλιν. τουτ‐ έστιν ὑποθέσεις.
ι 96	Ἰδέας: τὰς θεωρίας, διὰ τοῦ ι. καὶ Ἰδέαι. τὴν ἰδέαν ὁ Πλάτων καὶ εἶδος ὀνομάζει καὶ γένος καὶ παράδειγμα καὶ ἀρχὴν καὶ αἴτιον. Ἰδέα δὲ λόγου, ὁ χαρακτήρ.
ι 97	Ἰδέαι μουσικαί· ζήτει ἐν τῷ σιμός.
ι 98	Ἰδέρως: ὁ ἅμα τῷ ἰδεῖν ἐρῶν.
ι 99	Ἴδει: τῷ ἱδρῶτι. ἣ εὐθεῖα τὸ ἴδος· καὶ ἴδει, σημαίνει τῷ θέρει παρ’ Ἡσιόδῳ.
ι 100	Ἰδεῖν: βλέψαι.
ι 101	Ἴδη: πᾶν σύμφυτον ὄρος. καὶ Ἰδαῖον, ἄντρον ἐν Κρήτῃ.
ι 102	Ἰδίᾳ: χωρίς.
ι 103	Ἰδίαν: ἀντὶ τοῦ ἰδιωτικήν. Δημοσθένης ἐν τῷ κατὰ Κόνωνος. καὶ ἴδιον, τὸ ἰδιωτικόν.
ι 104	Ἰδιαίτατον: καταμόνας. καὶ Ἰδιαίτατον μένος.
ι 105	Ἰδιαίτατος: ὁ μοναχός.
ι 106	Ἰδιαίτερον: ἰδικώτερον.
ι 107	Ἰδίειν: ἱδροῦν. κοπιᾶν. καὶ Ἴδεος, καύματος, ἱδρῶτος.
ι 108	Ἰδίω: τὸ ἱδρῶ. ἴδιον, ὡς ἐνόησα. Ὅμηρος.
ι 109	Ἰδίῃς: ἱδρώσῃς. Ἀριστοφάνης· μή μοι σοβαρῶς χώρει, πρὶν ἂν ἰδίῃς (τουτέστιν ἱδρώσῃς) καὶ διαλύσῃς ἄρθρων ἶνας πτερύγων ῥύμῃ. ἐπὶ τοῦ κανθάρου.
ι 110	Ἰδικῶς: καταμόνας.
ι 111	Ἴδιον: ἰδιωτικόν. τὸ γὰρ συμβαῖνον ἴδιον ἦν καὶ παρηλλαγ‐ μένον. τουτέστι σπανίως συμβὰν γενέσθαι. καὶ αὖθις· οἱ δὲ ἐπολυπραγμόνησαν ἀκριβῶς τά τε ἄλλα καὶ τὰς περὶ τὸν Φάρον ἰδιότητας.
