Prometheus Bound
Προμηθεὺς Δεσμώτης
by Aeschylus the Tragedian
eul_wid: emo-ac    eul_aid: emo

Period   Classical
Dialect  Attic Drama
Domain   Drama
Format   Verse

Prometheus Bound is an ancient Greek tragedy traditionally ascribed to Aeschylus. The play dramatizes the punishment of the Titan Prometheus, who is bound to a remote Scythian cliff by order of Zeus for the crime of stealing fire from the gods and bestowing it upon humanity. Its dramatic structure is singular, as the immobilized protagonist remains fixed upon the rock throughout the action, which unfolds entirely through a series of dialogues with visitors. These include a chorus of Oceanids, the sea nymph daughters of Oceanus; the Titan Oceanus himself; the maiden Io, who has been transformed into a cow and driven mad by the wrath of Hera; and finally the messenger god Hermes, who delivers Zeus's final ultimatum. The play concludes with Prometheus, defiant and in possession of a secret prophecy that threatens Zeus's reign, being cast into the abyss as the cliff collapses around him.

Scholarly consensus on the play's date and authorship remains unsettled. While transmitted as part of the Aeschylean corpus, significant stylistic and metrical divergences from his authenticated works have led many modern scholars to propose a later composition, possibly in the 430s BCE, by an unknown playwright. It is generally believed to have been the first play in a connected trilogy, followed by the lost works Prometheus Unbound and Prometheus the Fire-Bearer; the absence of these companion pieces limits a complete understanding of the trilogy's overarching theological and philosophical resolution. Thematically, the work explores profound conflicts between intelligence and tyrannical power, the civilizing gifts bestowed upon humanity, and the nature of righteous suffering in defiance of unjust authority. Its enduring portrayal of Prometheus as the defiant benefactor of mankind has established the figure as a potent and recurring symbol in Western literature, art, and political thought.

Text
----

1	ΚΡΑΤΟΣ
65.3	Κρ.σὺ δ’ αὖ κατοκνεῖς τῶν Διός τ’ ἐχθρῶν ὕπερ
65.4	στένεις; ὅπως μὴ σαυτὸν οἰκτιεῖς ποτε.
65.5	Ηφ.ὁρᾷς θέαμα δυσθέατον ὄμμασιν.
70.1	Κρ.ὁρῶ κυροῦντα τόνδε τῶν ἐπαξίων.
70.2	ἀλλ’ ἀμφὶ πλευραῖς μασχαλιστῆρας βάλε.
70.3	Ηφ.δρᾶν ταῦτ’ ἀνάγκη, μηδὲν ἐγκέλευ’ ἄγαν.
70.4	Κρ.ἦ μὴν κελεύσω κἀπιθωύξω γε πρός.
70.5	χώρει κάτω, σκέλη δὲ κίρκωσον βίᾳ.
75.1	Ηφ.καὶ δὴ πέπρακται τοὔργον οὐ μακρῷ πόνῳ.
75.2	Κρ.ἐρρωμένως νῦν θεῖνε διατόρους πέδας·
75.3	ὡς οὑπιτιμητής γε τῶν ἔργων βαρύς.
75.4	Ηφ.ὅμοια μορφῇ γλῶσσά σου γηρύεται.
75.5	Κρ.σὺ μαλθακίζου, τὴν δ’ ἐμὴν αὐθαδίαν
80.1	ὀργῆς τε τραχυτῆτα μὴ ’πίπλησσέ μοι.
80.2	Ηφ.στείχωμεν· ὡς κώλοισιν ἀμφίβληστρ’ ἔχει.
80.3	Κρ.ἐνταῦθα νῦν ὕβριζε καὶ θεῶν γέρα
80.4	συλῶν ἐφημέροισι προστίθει. τί σοι
80.5	οἷοί τε θνητοὶ τῶνδ’ ἀπαντλῆσαι πόνων;
85.1	ψευδωνύμως σε δαίμονες Προμηθέα
85.2	καλοῦσιν· αὐτὸν γάρ σε δεῖ προμηθέως,
85.3	ὅτῳ τρόπῳ τῆσδ’ ἐκκυλισθήσῃ τέχνης.
87	ΠΡΟΜΗΘΕΥΣ
88.1	ὦ δῖος αἰθὴρ καὶ ταχύπτεροι πνοαί,
88.2	ποταμῶν τε πηγαί, ποντίων τε κυμάτων
90.1	ἀνήριθμον γέλασμα, παμμῆτόρ τε γῆ,
90.2	καὶ τὸν πανόπτην κύκλον ἡλίου καλῶ·
90.3	ἴδεσθέ μ’ οἷα πρὸς θεῶν πάσχω θεός.
92.1	δέρχθηθ’ οἵαις αἰκείαισιν
92.2	διακναιόμενος τὸν μυριετῆ
95.1	χρόνον ἀθλεύσω.
95.2	τοιόνδ’ ὁ νέος ταγὸς μακάρων
95.3	ἐξηῦρ’ ἐπ’ ἐμοὶ δεσμὸν ἀεικῆ.
95.4	φεῦ φεῦ, τὸ παρὸν τό τ’ ἐπερχόμενον
95.5	πῆμα στενάχω· πῇ ποτε μόχθων
unit_27	χρὴ τέρματα τῶνδ’ ἐπιτεῖλαι;
unit_28.1	καίτοι τί φημι; πάντα προυξεπίσταμαι
unit_28.2	σκεθρῶς τὰ μέλλοντ’, οὐδέ μοι ποταίνιον
unit_28.3	πῆμ’ οὐδὲν ἥξει. τὴν πεπρωμένην δὲ χρὴ
unit_28.4	αἶσαν φέρειν ὡς ῥᾷστα, γιγνώσκονθ’ ὅτι
105.1	τὸ τῆς ἀνάγκης ἔστ’ ἀδήριτον σθένος.
105.2	ἀλλ’ οὔτε σιγᾶν οὔτε μὴ σιγᾶν τύχας
unit_30.1	οἷόν τέ μοι τάσδ’ ἐστί. θνητοῖς γὰρ γέρα
unit_30.2	πορὼν ἀνάγκαις ταῖσδ’ ἐνέζευγμαι τάλας·
unit_30.3	ναρθηκοπλήρωτον δὲ θηρῶμαι πυρὸς
110.1	πηγὴν κλοπαίαν, ἣ διδάσκαλος τέχνης
110.2	πάσης βροτοῖς πέφηνε καὶ μέγας πόρος.
110.3	τοιῶνδε ποινὰς ἀμπλακημάτων τίνω
110.4	ὑπαίθριος δεσμοῖς πεπασσαλευμένος.
110.5	ἆ ἆ.
114	ἔα ἔα.
115.1	τίς ἀχώ, τίς ὀδμὰ προσέπτα μ’ ἀφεγγής,
115.2	θεόσυτος, ἢ βρότειος, ἢ κεκραμένη;
115.3	τερμόνιον ἵκετ’ ἐπὶ πάγον
115.4	πόνων ἐμῶν θεωρός, ἢ τί δὴ θέλων;
115.5	ὁρᾶτε δεσμώτην με δύσποτμον θεόν,
120.1	τὸν Διὸς ἐχθρόν, τὸν πᾶσι θεοῖς
120.2	δι’ ἀπεχθείας ἐλθόνθ’ ὁπόσοι
120.3	τὴν Διὸς αὐλὴν εἰσοιχνεῦσιν,
120.4	διὰ τὴν λίαν φιλότητα βροτῶν.
120.5	φεῦ φεῦ, τί ποτ’ αὖ κινάθισμα κλύω
125.1	πέλας οἰωνῶν; αἰθὴρ δ’ ἐλαφραῖς
125.2	πτερύγων ῥιπαῖς ὑποσυρίζει.
125.3	πᾶν μοι φοβερὸν τὸ προσέρπον.
127	ΧΟΡΟΣ
128	μηδὲν φοβηθῇς·[στρ. α.
128	φιλία γὰρ ἥδε τάξις
unit_39	πτερύγων θοαῖς ἁμίλλαις
130.1	προσέβα τόνδε πάγον, πα‐
130.2	τρῴας μόγις παρειποῦ‐
131.1	σα φρένας,
131.2	κραιπνοφόροι δέ μ’ ἔπεμψαν αὖραι·
131.3	κτύπου γὰρ ἀχὼ
133.1	χάλυβος διῇξεν ἄντρων
133.2	μυχόν, ἐκ δ’ ἔπληξέ μου τὰν
134	θεμερῶπιν αἰδῶ·
135	σύθην δ’ ἀπέδιλος ὄχῳ πτερωτῷ.
135.1	Πρ.αἰαῖ αἰαῖ,
135.2	τῆς πολυτέκνου Τηθύος ἔκγονα,
135.3	τοῦ περὶ πᾶσάν θ’ εἱλισσομένου
135.4	χθόν’ ἀκοιμήτῳ ῥεύματι παῖδες
140.1	πατρὸς Ὠκεανοῦ,
140.2	δέρχθητ’, ἐσίδεσθ’ οἵῳ δεσμῷ
140.3	προσπορπατὸς τῆσδε φάραγγος
140.4	σκοπέλοις ἐν ἄκροις
143	φρουρὰν ἄζηλον ὀχήσω.
143	Χο.λεύσσω, Προμηθεῦ·[ἀντ. α.
144	φοβερὰ δ’ ἐμοῖσιν ὄσσοις
145.1	ὁμίχλα προσῇξε πλήρης
145.2	δακρύων σὸν δέμας εἰσι‐
145.3	δούσῃ πέτρᾳ προσαυαι‐
147	νόμενον
unit_52	ταῖσδ’ ἀδαμαντοδέτοισι λύμαις·
148.1	νέοι γὰρ οἰα‐
148.2	κονόμοι κρατοῦς’ Ὀλύμπου·
149	νεοχμοῖς δὲ δὴ νόμοις Ζεὺς
unit_55.1	ἀθέτως κρατύνει,
unit_55.2	τὰ πρὶν δὲ πελώρια νῦν ἀιστοῖ.
151.1	Πρ.εἰ γάρ μ’ ὑπὸ γῆν νέρθεν θ’ Αἵδου
151.2	τοῦ νεκροδέγμονος εἰς ἀπέραντον
151.3	Τάρταρον ἧκεν,
155.1	δεσμοῖς ἀλύτοις ἀγρίως πελάσας,
155.2	ὡς μήτε θεὸς μήτε τις ἄλλος
155.3	τοῖσδ’ ἐγεγήθει.
155.4	νῦν δ’ αἰθέριον κίνυγμ’ ὁ τάλας
155.5	ἐχθροῖς ἐπίχαρτα πέπονθα.
160.1	Χο.τίς ὧδε τλησικάρδιος[στρ. β.
160.2	θεῶν, ὅτῳ τάδ’ ἐπιχαρῆ;
160.3	τίς οὐ ξυνασχαλᾷ κακοῖς
160.4	τεοῖσι, δίχα γε Διός; ὁ δ’ ἐπικότως ἀεὶ
160.5	θέμενος ἄγναμπτον νόον
164	δάμναται οὐρανίαν
165.1	γένναν, οὐδὲ λήξει,
165.2	πρὶν ἂν ἢ κορέσῃ κέαρ, ἢ παλάμᾳ τινὶ
166	τὰν δυσάλωτον ἕλῃ τις ἀρχάν.
166.1	Πρ.ἦ μὴν ἔτ’ ἐμοῦ, καίπερ κρατεραῖς
166.2	ἐν γυιοπέδαις αἰκιζομένου,
unit_63	χρείαν ἕξει μακάρων πρύτανις,
170.1	δεῖξαι τὸ νέον βούλευμ’, ὑφ’ ὅτου
170.2	σκῆπτρον τιμάς τ’ ἀποσυλᾶται.
170.3	καί μ’ οὔτι μελιγλώσσοις πειθοῦς
170.4	ἐπαοιδαῖσιν θέλξει, στερεάς τ’
170.5	οὔποτ’ ἀπειλὰς πτήξας τόδ’ ἐγὼ
175.1	καταμηνύσω, πρὶν ἂν ἐξ ἀγρίων
175.2	δεσμῶν χαλάσῃ ποινάς τε τίνειν
175.3	τῆσδ’ αἰκείας ἐθελήσῃ.
177.1	Χο.σὺ μὲν θρασύς τε καὶ πικραῖς[ἀντ. β.
177.2	δύαισιν οὐδὲν ἐπιχαλᾷς,
180.1	ἄγαν δ’ ἐλευθεροστομεῖς.
180.2	ἐμὰς δὲ φρένας ἠρέθισε διάτορος φόβος·
180.3	δέδια δ’ ἀμφὶ σαῖς τύχαις,
180.4	πᾷ ποτε τῶνδε πόνων
183.1	χρή σε τέρμα κέλσαντ’
183.2	ἐσιδεῖν· ἀκίχητα γὰρ ἤθεα καὶ κέαρ
185	ἀπαράμυθον ἔχει Κρόνου παῖς.
185.1	Πρ.οἶδ’ ὅτι τραχὺς καὶ παρ’ ἑαυτῷ
185.2	τὸ δίκαιον ἔχων Ζεύς· ἀλλ’ ἔμπας [ὀίω],
185.3	μαλακογνώμων
185.4	ἔσται ποθ’, ὅταν ταύτῃ ῥαισθῇ·
190.1	τὴν δ’ ἀτέραμνον στορέσας ὀργὴν
190.2	εἰς ἀρθμὸν ἐμοὶ καὶ φιλότητα
unit_72.1	σπεύδων σπεύδοντί ποθ’ ἥξει.
unit_72.2	Χο.πάντ’ ἐκκάλυψον καὶ γέγων’ ἡμῖν λόγον,
unit_72.3	ποίῳ λαβών σε Ζεὺς ἐπ’ αἰτιάματι
195.1	οὕτως ἀτίμως καὶ πικρῶς αἰκίζεται·
195.2	δίδαξον ἡμᾶς, εἴ τι μὴ βλάπτῃ λόγῳ.
195.3	Πρ.ἀλγεινὰ μέν μοι καὶ λέγειν ἐστὶν τάδε,
195.4	ἄλγος δὲ σιγᾶν, πανταχῇ δὲ δύσποτμα.
195.5	ἐπεὶ τάχιστ’ ἤρξαντο δαίμονες χόλου
unit_74.1	στάσις τ’ ἐν ἀλλήλοισιν ὠροθύνετο,
unit_74.2	οἱ μὲν θέλοντες ἐκβαλεῖν ἕδρας Κρόνον,
unit_74.3	ὡς Ζεὺς ἀνάσσοι δῆθεν, οἱ δὲ τοὔμπαλιν
unit_74.4	σπεύδοντες, ὡς Ζεὺς μήποτ’ ἄρξειεν θεῶν,
unit_74.5	ἐνταῦθ’ ἐγὼ τὰ λῷστα βουλεύων πιθεῖν
205.1	Τιτᾶνας, Οὐρανοῦ τε καὶ Χθονὸς τέκνα,
205.2	οὐκ ἠδυνήθην· αἱμύλας δὲ μηχανὰς
205.3	ἀτιμάσαντες καρτεροῖς φρονήμασιν
205.4	ᾤοντ’ ἀμοχθὶ πρὸς βίαν τε δεσπόσειν·
205.5	ἐμοὶ δὲ μήτηρ οὐχ ἅπαξ μόνον Θέμις
210.1	καὶ Γαῖα, πολλῶν ὀνομάτων μορφὴ μία,
210.2	τὸ μέλλον ᾗ κρανοῖτο προυτεθεσπίκει,
210.3	ὡς οὐ κατ’ ἰσχὺν οὐδὲ πρὸς τὸ καρτερὸν
210.4	χρείη, δόλῳ δέ, τοὺς ὑπερσχόντας κρατεῖν.
210.5	τοιαῦτ’ ἐμοῦ λόγοισιν ἐξηγουμένου
215.1	οὐκ ἠξίωσαν οὐδὲ προσβλέψαι τὸ πᾶν.
215.2	κράτιστα δή μοι τῶν παρεστώτων τότε
215.3	ἐφαίνετ’ εἶναι προσλαβόντα μητέρα
215.4	ἑκόνθ’ ἑκόντι Ζηνὶ συμπαραστατεῖν.
215.5	ἐμαῖς δὲ βουλαῖς Ταρτάρου μελαμβαθὴς
220.1	κευθμὼν καλύπτει τὸν παλαιγενῆ Κρόνον
220.2	αὐτοῖσι συμμάχοισι. τοιάδ’ ἐξ ἐμοῦ
220.3	ὁ τῶν θεῶν τύραννος ὠφελημένος
220.4	κακαῖσι ποιναῖς ταῖσδέ μ’ ἐξημείψατο.
220.5	ἔνεστι γάρ πως τοῦτο τῇ τυραννίδι
225.1	νόσημα, τοῖς φίλοισι μὴ πεποιθέναι.
225.2	ὃ δ’ οὖν ἐρωτᾶτ’, αἰτίαν καθ’ ἥντινα
225.3	αἰκίζεταί με, τοῦτο δὴ σαφηνιῶ.
225.4	ὅπως τάχιστα τὸν πατρῷον ἐς θρόνον
225.5	καθέζετ’, εὐθὺς δαίμοσιν νέμει γέρα
230.1	ἄλλοισιν ἄλλα, καὶ διεστοιχίζετο
230.2	ἀρχήν, βροτῶν δὲ τῶν ταλαιπώρων λόγον
230.3	οὐκ ἔσχεν οὐδέν’, ἀλλ’ ἀιστώσας γένος
230.4	τὸ πᾶν ἔχρῃζεν ἄλλο φιτῦσαι νέον.
230.5	καὶ τοῖσιν οὐδεὶς ἀντέβαινε πλὴν ἐμοῦ.
235.1	ἐγὼ δ’ ἐτόλμης’· ἐξελυσάμην βροτοὺς
235.2	τὸ μὴ διαρραισθέντας εἰς Ἅιδου μολεῖν.
235.3	τῷ τοι τοιαῖσδε πημοναῖσι κάμπτομαι,
235.4	πάσχειν μὲν ἀλγειναῖσιν, οἰκτραῖσιν δ’ ἰδεῖν·
235.5	θνητοὺς δ’ ἐν οἴκτῳ προθέμενος, τούτου τυχεῖν
240.1	οὐκ ἠξιώθην αὐτός, ἀλλὰ νηλεῶς
240.2	ὧδ’ ἐρρύθμισμαι, Ζηνὶ δυσκλεὴς θέα.
240.3	Χο.σιδηρόφρων τοι κἀκ πέτρας εἰργασμένος
240.4	ὅστις, Προμηθεῦ, σοῖσιν οὐ συνασχαλᾷ
240.5	μόχθοις· ἐγὼ γὰρ οὔτ’ ἂν εἰσιδεῖν τάδε
245.1	ἔχρῃζον εἰσιδοῦσά τ’ ἠλγύνθην κέαρ.
245.2	Πρ.καὶ μὴν φίλοις ἐλεινὸς εἰσορᾶν ἐγώ.
245.3	Χο.μή πού τι προύβης τῶνδε καὶ περαιτέρω;
245.4	Πρ.θνητούς γ’ ἔπαυσα μὴ προδέρκεσθαι μόρον.
unit_84	Χο.τὸ ποῖον εὑρὼν τῆσδε φάρμακον νόσου;
unit_85.1	Πρ.τυφλὰς ἐν αὐτοῖς ἐλπίδας κατῴκισα.
unit_85.2	Χο.μέγ’ ὠφέλημα τοῦτ’ ἐδωρήσω βροτοῖς.
unit_85.3	Πρ.πρὸς τοῖσδε μέντοι πῦρ ἐγώ σφιν ὤπασα.
unit_85.4	Χο.καὶ νῦν φλογωπὸν πῦρ ἔχους’ ἐφήμεροι;
unit_85.5	Πρ.ἀφ’ οὗ γε πολλὰς ἐκμαθήσονται τέχνας.
255.1	Χο.τοιοῖσδε δή σε Ζεὺς ἐπ’ αἰτιάμασιν—
255.2	Πρ.αἰκίζεταί γε κοὐδαμῇ χαλᾷ κακῶν.
255.3	Χο.οὐδ’ ἔστιν ἄθλου τέρμα σοι προκείμενον;
255.4	Πρ.οὐκ ἄλλο γ’ οὐδέν, πλὴν ὅταν κείνῳ δοκῇ.
255.5	Χο.δόξει δὲ πῶς; τίς ἐλπίς; οὐχ ὁρᾷς ὅτι
260.1	ἥμαρτες; ὡς δ’ ἥμαρτες οὔτ’ ἐμοὶ λέγειν
260.2	καθ’ ἡδονὴν σοί τ’ ἄλγος. ἀλλὰ ταῦτα μὲν
260.3	μεθῶμεν, ἄθλου δ’ ἔκλυσιν ζήτει τινά.
260.4	Πρ.ἐλαφρὸν ὅστις πημάτων ἔξω πόδα
260.5	ἔχει παραινεῖν νουθετεῖν τε τοὺς κακῶς
265.1	πράσσοντας· εὖ δὲ ταῦτα πάντ’ ἠπιστάμην.
265.2	ἑκὼν ἑκὼν ἥμαρτον, οὐκ ἀρνήσομαι·
265.3	θνητοῖς ἀρήγων αὐτὸς ηὑρόμην πόνους.
265.4	οὐ μήν τι ποιναῖς γ’ ᾠόμην τοίαισί με
265.5	κατισχνανεῖσθαι πρὸς πέτραις πεδαρσίοις,
270.1	τυχόντ’ ἐρήμου τοῦδ’ ἀγείτονος πάγου.
270.2	καί μοι τὰ μὲν παρόντα μὴ δύρεσθ’ ἄχη,
270.3	πέδοι δὲ βᾶσαι τὰς προσερπούσας τύχας
270.4	ἀκούσαθ’, ὡς μάθητε διὰ τέλους τὸ πᾶν.
270.5	πίθεσθέ μοι, πίθεσθε, συμπονήσατε
275	τῷ νῦν μογοῦντι. ταὐτά τοι πλανωμένη
unit_91.1	πρὸς ἄλλοτ’ ἄλλον πημονὴ προσιζάνει.
unit_91.2	Χο.οὐκ ἀκούσαις ἐπεθώυξας
unit_91.3	τοῦτο, Προμηθεῦ. καὶ νῦν ἐλαφρῷ
unit_91.4	ποδὶ κραιπνόσυτον θᾶκον προλιποῦς’
280.1	αἰθέρα θ’ ἁγνὸν πόρον οἰωνῶν,
280.2	ὀκριοέσσῃ χθονὶ τῇδε πελῶ,
280.3	τοὺς σοὺς δὲ πόνους
280.4	χρῄζω διὰ παντὸς ἀκοῦσαι.
283	ΩΚΕΑΝΟΣ
284	ἥκω δολιχῆς τέρμα κελεύθου
285.1	διαμειψάμενος πρὸς σέ, Προμηθεῦ,
285.2	τὸν πτερυγωκῆ τόνδ’ οἰωνὸν
285.3	γνώμῃ στομίων ἄτερ εὐθύνων·
285.4	ταῖς σαῖς δὲ τύχαις, ἴσθι, συναλγῶ.
285.5	τό τε γάρ με, δοκῶ, ξυγγενὲς οὕτως
290.1	ἐπαναγκάζει,
290.2	χωρίς τε γένους οὐκ ἔστιν ὅτῳ
290.3	μείζονα μοῖραν νείμαιμ’ ἢ σοί.
290.4	γνώσῃ δὲ τάδ’ ὡς ἔτυμ’, οὐδὲ μάτην
290.5	χαριτογλωσσεῖν ἔνι μοι· φέρε γὰρ
295.1	σήμαιν’ ὅ τι χρή σοι συμπράσσειν·
295.2	οὐ γάρ ποτ’ ἐρεῖς ὡς Ὠκεανοῦ
295.3	φίλος ἐστὶ βεβαιότερός σοι.
297.1	Πρ.ἔα· τί χρῆμα; καὶ σὺ δὴ πόνων ἐμῶν
297.2	ἥκεις ἐπόπτης; πῶς ἐτόλμησας, λιπὼν
unit_99.1	ἐπώνυμόν τε ῥεῦμα καὶ πετρηρεφῆ
unit_99.2	αὐτόκτιτ’ ἄντρα, τὴν σιδηρομήτορα
unit_100.1	ἐλθεῖν ἐς αἶαν; ἦ θεωρήσων τύχας
unit_100.2	ἐμὰς ἀφῖξαι καὶ συνασχαλῶν κακοῖς;
unit_100.3	δέρκου θέαμα, τόνδε τὸν Διὸς φίλον,
305.1	τὸν συγκαταστήσαντα τὴν τυραννίδα,
305.2	οἵαις ὑπ’ αὐτοῦ πημοναῖσι κάμπτομαι.
305.3	Ωκ.ὁρῶ, Προμηθεῦ, καὶ παραινέσαι γέ σοι
305.4	θέλω τὰ λῷστα, καίπερ ὄντι ποικίλῳ.
305.5	γίγνωσκε σαυτὸν καὶ μεθάρμοσαι τρόπους
310.1	νέους· νέος γὰρ καὶ τύραννος ἐν θεοῖς.
310.2	εἰ δ’ ὧδε τραχεῖς καὶ τεθηγμένους λόγους
310.3	ῥίψεις, τάχ’ ἄν σου καὶ μακρὰν ἀνωτέρω
